"ID","SITE_ID","latitude","longitude","StartYr","EndYr","Month","species","speciesCategory","equipment","SST","SST_StdDev","BATHY"
266,"CGRE216",43.85266,-70.008,2016,2017,"Apr","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",6.72,NA,-0.37
267,"CGRE216",43.85266,-70.008,2016,2017,"Aug","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.63,NA,-0.37
268,"CGRE216",43.85266,-70.008,2016,2017,"Jan","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",-1.58,NA,-0.37
269,"CGRE216",43.85266,-70.008,2016,2017,"Jul","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.32,2.62,-0.37
270,"CGRE316",43.85269,-70.0079,2016,2017,"Apr","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",6.72,NA,-0.36
271,"CGRE316",43.85269,-70.0079,2016,2017,"Aug","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.63,NA,-0.36
272,"CGRE316",43.85269,-70.0079,2016,2017,"Jan","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",-1.58,NA,-0.36
273,"CGRE316",43.85269,-70.0079,2016,2017,"Jul","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.32,2.62,-0.36
274,"CHE308",43.90978,-69.5337,2008,2016,"Apr","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",14.02,5.13,-0.12
275,"CHE308",43.90978,-69.5337,2008,2016,"Aug","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",22.21,1.54,-0.12
276,"CHE308",43.90978,-69.5337,2008,2016,"Jan","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",2.38,NA,-0.12
277,"CHE308",43.90978,-69.5337,2008,2016,"Jul","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",22.45,0.16,-0.12
278,"CHE308",43.90978,-69.5337,2008,2016,"Mar","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",0.92,NA,-0.12
279,"CHE308",43.90978,-69.5337,2008,2016,"May","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",14.52,NA,-0.12
280,"CHE308",43.90978,-69.5337,2008,2016,"Nov","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",6.86,5.28,-0.12
281,"CHE308",43.90978,-69.5337,2008,2016,"Oct","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",16.19,2.18,-0.12
282,"CHE308",43.90978,-69.5337,2008,2016,"Sep","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish","25 oyster cages",18.99,6.63,-0.12
283,"CNEW116",44.43337,-68.3491,2016,2017,"Aug","Blue Mussels (Mytilus edulis)","ShellFish","mussel longline system",17.74,NA,-5.84
284,"CNEW216",44.43409,-68.349,2016,2017,"Aug","Blue Mussels (Mytilus edulis)","ShellFish","mussel longline system",17.65,NA,-8.52
285,"CNIV116",43.83032,-70.02494722,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.51,NA,-3.37
286,"CNIV116",43.83032,-70.02494722,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.88,NA,-3.37
287,"CNIV116",43.83032,-70.02494722,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.34,NA,-3.37
288,"CNIV116",43.83032,-70.02494722,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.34,2.88,-3.37
289,"CNIV216",43.83039,-70.025025,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.51,NA,-3.75
290,"CNIV216",43.83039,-70.025025,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.88,NA,-3.75
291,"CNIV216",43.83039,-70.025025,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.34,NA,-3.75
292,"CNIV216",43.83039,-70.025025,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.34,2.88,-3.75
293,"CNIV316",43.83054,-70.02486472,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.51,NA,-3.53
294,"CNIV316",43.83054,-70.02486472,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.88,NA,-3.53
295,"CNIV316",43.83054,-70.02486472,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.34,NA,-3.53
296,"CNIV316",43.83054,-70.02486472,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.34,2.88,-3.53
297,"CNIV416",43.83061,-70.0249444,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.5,NA,-3.77
298,"CNIV416",43.83061,-70.0249444,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.86,NA,-3.77
299,"CNIV416",43.83061,-70.0249444,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.37,NA,-3.77
300,"CNIV416",43.83061,-70.0249444,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.39,2.85,-3.77
301,"CRO112",44.49295,-68.2073,2012,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",17.77,1.36,-1.33
302,"CRO112",44.49295,-68.2073,2012,2017,"Dec","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",5.89,NA,-1.33
303,"CRO112",44.49295,-68.2073,2012,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",2.81,NA,-1.33
304,"CRO112",44.49295,-68.2073,2012,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",15.85,0.85,-1.33
305,"CRO112",44.49295,-68.2073,2012,2017,"Jun","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",13.13,NA,-1.33
306,"CRO112",44.49295,-68.2073,2012,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",-0.9,0.85,-1.33
307,"CRO112",44.49295,-68.2073,2012,2017,"May","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",10.81,NA,-1.33
308,"CRO112",44.49295,-68.2073,2012,2017,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",11.88,NA,-1.33
309,"CRO112",44.49295,-68.2073,2012,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",16,0.99,-1.33
310,"CRO212",44.49123,-68.207,2012,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",17.47,1.59,-1.85
311,"CRO212",44.49123,-68.207,2012,2017,"Dec","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",6.02,NA,-1.85
312,"CRO212",44.49123,-68.207,2012,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",2.71,NA,-1.85
313,"CRO212",44.49123,-68.207,2012,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",15.83,0.59,-1.85
314,"CRO212",44.49123,-68.207,2012,2017,"Jun","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",12.83,NA,-1.85
315,"CRO212",44.49123,-68.207,2012,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",-0.3,0.49,-1.85
316,"CRO212",44.49123,-68.207,2012,2017,"May","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",9.65,NA,-1.85
317,"CRO212",44.49123,-68.207,2012,2017,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",12.04,NA,-1.85
318,"CRO212",44.49123,-68.207,2012,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",15.7,1.01,-1.85
319,"CRO312",44.49087,-68.2046,2012,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",17.89,1.67,-1.09
320,"CRO312",44.49087,-68.2046,2012,2017,"Dec","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",5.71,NA,-1.09
321,"CRO312",44.49087,-68.2046,2012,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",2.85,NA,-1.09
322,"CRO312",44.49087,-68.2046,2012,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",16.54,0.25,-1.09
323,"CRO312",44.49087,-68.2046,2012,2017,"Jun","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",13.61,NA,-1.09
324,"CRO312",44.49087,-68.2046,2012,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",-0.73,0.37,-1.09
325,"CRO312",44.49087,-68.2046,2012,2017,"May","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",11.5,NA,-1.09
326,"CRO312",44.49087,-68.2046,2012,2017,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",12.18,NA,-1.09
327,"CRO312",44.49087,-68.2046,2012,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster cages and mesh bags",15.98,1.12,-1.09
328,"CROM114",43.90492,-69.7132,2014,2014,"Apr","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",21.69,NA,-0.1
329,"CROM114",43.90492,-69.7132,2014,2014,"Mar","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",-0.48,NA,-0.1
330,"CROM114",43.90492,-69.7132,2014,2014,"May","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",16.86,NA,-0.1
331,"CROM114",43.90492,-69.7132,2014,2014,"Sep","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",14.28,NA,-0.1
332,"CROM214",43.90467,-69.7133,2014,2014,"Apr","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",19.19,NA,-0.1
333,"CROM214",43.90467,-69.7133,2014,2014,"Mar","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",-0.51,NA,-0.1
334,"CROM214",43.90467,-69.7133,2014,2014,"May","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",16.68,NA,-0.1
335,"CROM214",43.90467,-69.7133,2014,2014,"Sep","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",14.65,NA,-0.1
336,"CROM314",43.90467,-69.7135,2014,2014,"Apr","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",19.19,NA,-0.1
337,"CROM314",43.90467,-69.7135,2014,2014,"Mar","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",-0.51,NA,-0.1
338,"CROM314",43.90467,-69.7135,2014,2014,"May","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",16.68,NA,-0.1
339,"CROM314",43.90467,-69.7135,2014,2014,"Sep","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",14.65,NA,-0.1
340,"CROM414",43.90492,-69.7135,2014,2014,"Apr","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",19.67,NA,-0.1
341,"CROM414",43.90492,-69.7135,2014,2014,"Mar","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",-0.39,NA,-0.1
342,"CROM414",43.90492,-69.7135,2014,2014,"May","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",16.75,NA,-0.1
343,"CROM414",43.90492,-69.7135,2014,2014,"Sep","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish","Tray racks and overwintering cages, soft bags.",14.66,NA,-0.1
344,"CUND116",43.73162,-69.9341,2016,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",5.95,NA,-10.64
345,"CUND116",43.73162,-69.9341,2016,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",18.55,NA,-10.64
346,"CUND116",43.73162,-69.9341,2016,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",3.78,NA,-10.64
347,"CUND116",43.73162,-69.9341,2016,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",15.15,NA,-10.64
348,"CUND216",43.73099,-69.9337,2016,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",5.94,NA,-11.26
349,"CUND216",43.73099,-69.9337,2016,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",18.68,NA,-11.26
350,"CUND216",43.73099,-69.9337,2016,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",3.82,NA,-11.26
351,"CUND216",43.73099,-69.9337,2016,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",15.12,NA,-11.26
352,"CUND316",43.72972,-69.9331,2016,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",5.94,NA,-14.12
353,"CUND316",43.72972,-69.9331,2016,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",18.78,NA,-14.12
354,"CUND316",43.72972,-69.9331,2016,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",3.68,NA,-14.12
355,"CUND316",43.72972,-69.9331,2016,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",17.73,3.64,-14.12
356,"CUND416",43.72903,-69.9329,2016,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",5.9,NA,-14.73
357,"CUND416",43.72903,-69.9329,2016,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",18.77,NA,-14.73
358,"CUND416",43.72903,-69.9329,2016,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",3.75,NA,-14.73
359,"CUND416",43.72903,-69.9329,2016,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae",15.17,NA,-14.73
360,"CYEN112",43.85747,-69.6642,2012,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",16.01,1.4,-2.31
361,"CYEN112",43.85747,-69.6642,2012,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",20.31,NA,-2.31
362,"CYEN112",43.85747,-69.6642,2012,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",3.15,NA,-2.31
363,"CYEN112",43.85747,-69.6642,2012,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",24.52,1.96,-2.31
364,"CYEN112",43.85747,-69.6642,2012,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",1.24,NA,-2.31
365,"CYEN112",43.85747,-69.6642,2012,2017,"May","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",12.99,NA,-2.31
366,"CYEN112",43.85747,-69.6642,2012,2017,"Nov","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",7.58,4.09,-2.31
367,"CYEN112",43.85747,-69.6642,2012,2017,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",15.61,2.01,-2.31
368,"CYEN112",43.85747,-69.6642,2012,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",18.08,5.8,-2.31
369,"DDEV116",43.82768,-70.0079,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.89,NA,-1.91
370,"DDEV116",43.82768,-70.0079,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.56,NA,-1.91
371,"DDEV116",43.82768,-70.0079,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.07,NA,-1.91
372,"DDEV116",43.82768,-70.0079,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.3,2.18,-1.91
373,"DDEV216",43.82777,-70.0079,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.84,NA,-2.46
374,"DDEV216",43.82777,-70.0079,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.14,NA,-2.46
375,"DDEV216",43.82777,-70.0079,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.02,NA,-2.46
376,"DDEV216",43.82777,-70.0079,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.12,2.24,-2.46
377,"DDEV316",43.83035,-70.003,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.79,NA,-2.61
378,"DDEV316",43.83035,-70.003,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",20.95,NA,-2.61
379,"DDEV316",43.83035,-70.003,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.39,NA,-2.61
380,"DDEV316",43.83035,-70.003,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.09,2.34,-2.61
381,"DDEV416",43.83024,-70.0032,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.79,NA,-2.57
382,"DDEV416",43.83024,-70.0032,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",20.77,NA,-2.57
383,"DDEV416",43.83024,-70.0032,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.35,NA,-2.57
384,"DDEV416",43.83024,-70.0032,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.09,2.33,-2.57
385,"DDEV416",43.83024,-70.0032,2016,2017,"Jun","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",17.94,NA,-2.57
386,"DEN113",44.39674,-68.4303,2013,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",21.31,0.56,-1.02
387,"DEN113",44.39674,-68.4303,2013,2017,"Dec","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",5.88,NA,-1.02
388,"DEN113",44.39674,-68.4303,2013,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",3.08,NA,-1.02
389,"DEN113",44.39674,-68.4303,2013,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",21.8,NA,-1.02
390,"DEN113",44.39674,-68.4303,2013,2017,"Mar","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",-0.03,0.37,-1.02
391,"DEN113",44.39674,-68.4303,2013,2017,"May","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",14.55,NA,-1.02
392,"DEN113",44.39674,-68.4303,2013,2017,"Oct","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",12.2,NA,-1.02
393,"DEN113",44.39674,-68.4303,2013,2017,"Sep","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Floating bags, overwintering cages",18.03,1.73,-1.02
394,"DESA114",44.04039,-69.1187,2014,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster bags",8.38,0.29,-1.2
395,"DESA114",44.04039,-69.1187,2014,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster bags",20.66,NA,-1.2
396,"DESA114",44.04039,-69.1187,2014,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster bags",0.7,NA,-1.2
397,"DESA114",44.04039,-69.1187,2014,2017,"May","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster bags",10.17,NA,-1.2
398,"DESA114",44.04039,-69.1187,2014,2017,"Nov","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster bags",8.61,3.04,-1.2
399,"DESA114",44.04039,-69.1187,2014,2017,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster bags",13.52,NA,-1.2
400,"DESA114",44.04039,-69.1187,2014,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Oyster bags",14.34,NA,-1.2
