"SITE_ID","LSAT8_PPPRRR","DATE","SST","latitude","longitude","StartYr","EndYr","species","speciesCategory","BATHY","Datef","Month"
"HAM208",11030,20131002,16.76,44.0388,-69.1192,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.47,"2013-10-02","Oct"
"HOR105",11030,20131002,17.09,43.7838,-70.11,2005,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.42,"2013-10-02","Oct"
"HOR408",11030,20131002,17.02,43.78512,-70.1085,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2013-10-02","Oct"
"KON213",11030,20131002,17.07,43.99723,-69.3606,2013,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-4.02,"2013-10-02","Oct"
"PER107",11030,20131002,17.62,43.77164,-70.184,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.2,"2013-10-02","Oct"
"STEV108",11030,20131002,16.88,43.78512,-70.1089,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2013-10-02","Oct"
"STEV208",11030,20131002,16.81,43.78512,-70.1093,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.34,"2013-10-02","Oct"
"STEV308",11030,20131002,17.56,43.79422,-70.1404,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.56,"2013-10-02","Oct"
"STEV409",11030,20131002,19.09,44.02598,-69.6144,2009,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2013-10-02","Oct"
"BEE108",11030,20131018,14.16,43.74822,-70.0413,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.78,"2013-10-18","Oct"
"BEE208",11030,20131018,15.48,43.74781,-70.0341,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.58,"2013-10-18","Oct"
"BEE309",11030,20131018,15.48,43.74773,-70.0343,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.3,"2013-10-18","Oct"
"BEE409",11030,20131018,15.48,43.74763,-70.0344,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.29,"2013-10-18","Oct"
"BOL110",11030,20131018,14.16,43.84095,-69.7332,2010,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.37,"2013-10-18","Oct"
"BOL312",11030,20131018,13.87,43.82917,-69.7425,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.59,"2013-10-18","Oct"
"BOL412",11030,20131018,14.19,43.83833,-69.7383,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.08,"2013-10-18","Oct"
"CYEN112",11030,20131018,14.64,43.85747,-69.6642,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.31,"2013-10-18","Oct"
"GRE105",11030,20131018,14.39,43.73217,-70.1663,2005,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-6.03,"2013-10-18","Oct"
"GRE310",11030,20131018,14.9,43.73489,-70.165,2010,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.82,"2013-10-18","Oct"
"HAM413",11030,20131018,14.36,44.05442,-69.1271,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2013-10-18","Oct"
"HIG112",11030,20131018,15.52,43.84832,-69.6321,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.71,"2013-10-18","Oct"
"HIG212",11030,20131018,15.16,43.85793,-69.6023,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.55,"2013-10-18","Oct"
"JAM309",11030,20131018,14.98,43.94739,-69.7111,2009,2017,"Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",NA,"2013-10-18","Oct"
"KRAM113",11030,20131018,14.86,43.86667,-69.8744,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-2.06,"2013-10-18","Oct"
"KRAM213",11030,20131018,14.73,43.86501,-69.8741,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-1.68,"2013-10-18","Oct"
"LEW109",11030,20131018,13.76,43.93271,-69.6517,2009,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-0.1,"2013-10-18","Oct"
"PER209",11030,20131018,15.03,43.5481,-70.3414,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2013-10-18","Oct"
"SEW210",11030,20131018,15.01,43.7351,-69.8479,2010,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",NA,"2013-10-18","Oct"
"SEW413",11030,20131018,15.41,43.72715,-69.8495,2013,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.52,"2013-10-18","Oct"
"WHIS112",11030,20131018,15.3,43.71767,-70.1253,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2013-10-18","Oct"
"WHIS213",11030,20131018,14.67,43.7193,-70.1281,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.69,"2013-10-18","Oct"
"YENT111",11030,20131018,14.55,43.85713,-69.6642,2011,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.08,"2013-10-18","Oct"
"ATW113",11030,20131018,13.78,43.98115,-69.0755,2013,2013,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus);Soft-shelled Clam (Mya arenaria)","ShellFish",-1.19,"2013-10-18","Oct"
"BOL212",11030,20131018,13.93,43.83556,-69.7353,2012,2014,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.2,"2013-10-18","Oct"
"CHE308",11030,20131018,15.23,43.90978,-69.5337,2008,2016,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-0.12,"2013-10-18","Oct"
"HOR105",11030,20131018,14.89,43.7838,-70.11,2005,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.42,"2013-10-18","Oct"
"HOR408",11030,20131018,14.61,43.78512,-70.1085,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2013-10-18","Oct"
"KON213",11030,20131018,14.07,43.99723,-69.3606,2013,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-4.02,"2013-10-18","Oct"
"PER107",11030,20131018,15.68,43.77164,-70.184,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.2,"2013-10-18","Oct"
"STEV108",11030,20131018,14.52,43.78512,-70.1089,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2013-10-18","Oct"
"STEV208",11030,20131018,14.51,43.78512,-70.1093,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.34,"2013-10-18","Oct"
"STEV308",11030,20131018,14.9,43.79422,-70.1404,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.56,"2013-10-18","Oct"
"STEV409",11030,20131018,14.57,44.02598,-69.6144,2009,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2013-10-18","Oct"
"AND04",11030,20140327,0.36,44.02529,-69.5402,2004,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.44,"2014-03-27","Mar"
"ANDR214",11030,20140327,1.51,43.86722,-69.5673,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-6.88,"2014-03-27","Mar"
"BEE108",11030,20140327,1.29,43.74822,-70.0413,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.78,"2014-03-27","Mar"
"BEE208",11030,20140327,1.9,43.74781,-70.0341,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.58,"2014-03-27","Mar"
"BEE309",11030,20140327,1.9,43.74773,-70.0343,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.3,"2014-03-27","Mar"
"BEE409",11030,20140327,1.9,43.74763,-70.0344,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.29,"2014-03-27","Mar"
"BOL110",11030,20140327,0.38,43.84095,-69.7332,2010,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.37,"2014-03-27","Mar"
"BOL312",11030,20140327,0.47,43.82917,-69.7425,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.59,"2014-03-27","Mar"
"BOL412",11030,20140327,0.93,43.83833,-69.7383,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.08,"2014-03-27","Mar"
"BUTT114",11030,20140327,1.85,43.78056,-70.1106,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.37,"2014-03-27","Mar"
"BUTT314",11030,20140327,1.1,43.77944,-70.1067,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.45,"2014-03-27","Mar"
"BUTT414",11030,20140327,2.13,43.7775,-70.1008,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-4.83,"2014-03-27","Mar"
"CYEN112",11030,20140327,1.24,43.85747,-69.6642,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.31,"2014-03-27","Mar"
"DESA114",11030,20140327,0.7,44.04039,-69.1187,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.2,"2014-03-27","Mar"
"FAUX114",11030,20140327,-0.67,44.0457,-69.5188,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2014-03-27","Mar"
"FAUX214",11030,20140327,-0.67,44.04572,-69.5188,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2014-03-27","Mar"
"GOT414",11030,20140327,2.17,43.35972,-70.4352,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.48,"2014-03-27","Mar"
"GRE105",11030,20140327,1.46,43.73217,-70.1663,2005,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-6.03,"2014-03-27","Mar"
"GRE310",11030,20140327,2.09,43.73489,-70.165,2010,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.82,"2014-03-27","Mar"
"GRI107",11030,20140327,1.19,43.98421,-69.5632,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.77,"2014-03-27","Mar"
"HAM311",11030,20140327,0.74,44.03838,-69.1192,2011,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.22,"2014-03-27","Mar"
"HAM413",11030,20140327,-0.05,44.05442,-69.1271,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2014-03-27","Mar"
"HIG112",11030,20140327,2.95,43.84832,-69.6321,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.71,"2014-03-27","Mar"
"HIG212",11030,20140327,1.97,43.85793,-69.6023,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.55,"2014-03-27","Mar"
"HOR509",11030,20140327,1.21,43.82147,-70.1052,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.15,"2014-03-27","Mar"
"JAM309",11030,20140327,-0.48,43.94739,-69.7111,2009,2017,"Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",NA,"2014-03-27","Mar"
"KRAM113",11030,20140327,0.78,43.86667,-69.8744,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-2.06,"2014-03-27","Mar"
"KRAM213",11030,20140327,0.82,43.86501,-69.8741,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-1.68,"2014-03-27","Mar"
"LEW109",11030,20140327,0.59,43.93271,-69.6517,2009,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-0.1,"2014-03-27","Mar"
"MACK112",11030,20140327,2.09,43.91031,-69.8698,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.62,"2014-03-27","Mar"
"MOZE114",11030,20140327,0.58,44.00675,-69.541,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.66,"2014-03-27","Mar"
"MOZE214",11030,20140327,0.63,44.00817,-69.5421,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.92,"2014-03-27","Mar"
"MOZE314",11030,20140327,0.64,44.00817,-69.5398,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.47,"2014-03-27","Mar"
"MOZE414",11030,20140327,0.66,44.00747,-69.541,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.18,"2014-03-27","Mar"
"PER209",11030,20140327,2.11,43.5481,-70.3414,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2014-03-27","Mar"
"PSMI114",11030,20140327,0.94,43.98242,-69.5645,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-3.97,"2014-03-27","Mar"
"PSMI214",11030,20140327,0.9,43.98161,-69.5636,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-4.26,"2014-03-27","Mar"
"PSMI314",11030,20140327,0.86,43.98164,-69.5649,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-4.31,"2014-03-27","Mar"
"PSMI414",11030,20140327,2.03,44.03269,-69.534,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.55,"2014-03-27","Mar"
"SEW210",11030,20140327,1.5,43.7351,-69.8479,2010,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",NA,"2014-03-27","Mar"
"SEW413",11030,20140327,0.96,43.72715,-69.8495,2013,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.52,"2014-03-27","Mar"
"SHAW114",11030,20140327,0.96,43.90967,-69.5674,2014,2017,"Blue Mussels (Mytilus edulis)","ShellFish",-13.16,"2014-03-27","Mar"
"SHAW214",11030,20140327,0.96,43.90967,-69.5675,2014,2017,"Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-13.81,"2014-03-27","Mar"
"SIM312",11030,20140327,2.09,43.91042,-69.8697,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.74,"2014-03-27","Mar"
"SIM412",11030,20140327,2.09,43.91036,-69.8697,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.74,"2014-03-27","Mar"
"WHIS112",11030,20140327,1.12,43.71767,-70.1253,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2014-03-27","Mar"
"WHIS213",11030,20140327,1.86,43.7193,-70.1281,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.69,"2014-03-27","Mar"
"YENT111",11030,20140327,1.21,43.85713,-69.6642,2011,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.08,"2014-03-27","Mar"
"YENT214",11030,20140327,1.22,43.86272,-69.672,2014,2017,"Blue Mussels (Mytilus edulis)","ShellFish",-4.81,"2014-03-27","Mar"
"BOL212",11030,20140327,0.45,43.83556,-69.7353,2012,2014,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.2,"2014-03-27","Mar"
"BUTT214",11030,20140327,1.32,43.78194,-70.1072,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.35,"2014-03-27","Mar"
"CHE308",11030,20140327,0.92,43.90978,-69.5337,2008,2016,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-0.12,"2014-03-27","Mar"
"CROM114",11030,20140327,-0.48,43.90492,-69.7132,2014,2014,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",-0.1,"2014-03-27","Mar"
"CROM214",11030,20140327,-0.51,43.90467,-69.7133,2014,2014,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",-0.1,"2014-03-27","Mar"
"CROM314",11030,20140327,-0.51,43.90467,-69.7135,2014,2014,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",-0.1,"2014-03-27","Mar"
"CROM414",11030,20140327,-0.39,43.90492,-69.7135,2014,2014,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",-0.1,"2014-03-27","Mar"
"FARM114",11030,20140327,0.36,44.0351,-69.6056,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.55,"2014-03-27","Mar"
"FRAN114",11030,20140327,0.54,43.87183,-69.8912,2014,2014,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.79,"2014-03-27","Mar"
"FRAN214",11030,20140327,0.54,43.87167,-69.8912,2014,2014,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.76,"2014-03-27","Mar"
"HAM108",11030,20140327,0.59,44.0388,-69.1192,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.47,"2014-03-27","Mar"
"HAM208",11030,20140327,0.59,44.0388,-69.1192,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.47,"2014-03-27","Mar"
"HOR105",11030,20140327,0.73,43.7838,-70.11,2005,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.42,"2014-03-27","Mar"
"HOR408",11030,20140327,0.75,43.78512,-70.1085,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2014-03-27","Mar"
"JOHN214",11030,20140327,1,43.86129,-69.9046,2014,2014,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.17,"2014-03-27","Mar"
"JOHN314",11030,20140327,1.3,43.86972,-69.8996,2014,2014,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.5,"2014-03-27","Mar"
"KON213",11030,20140327,0.23,43.99723,-69.3606,2013,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-4.02,"2014-03-27","Mar"
"MORS114",11030,20140327,1.27,43.87081,-69.8985,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2014-03-27","Mar"
"PCHE314",11030,20140327,1.22,43.90581,-69.5483,2014,2014,"Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",NA,"2014-03-27","Mar"
"PCHE414",11030,20140327,1.22,43.9058,-69.5482,2014,2014,"Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",NA,"2014-03-27","Mar"
"PER107",11030,20140327,0.78,43.77164,-70.184,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.2,"2014-03-27","Mar"
"PGRA114",11030,20140327,1.11,43.86463,-69.9028,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.69,"2014-03-27","Mar"
"PGRA214",11030,20140327,1.11,43.86463,-69.9031,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.54,"2014-03-27","Mar"
"PGRA314",11030,20140327,1.2,43.86463,-69.9033,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.43,"2014-03-27","Mar"
"PSTO514",11030,20140327,1.04,43.84372,-69.8834,2014,2017,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-11.06,"2014-03-27","Mar"
"SIM204",11030,20140327,2.03,44.03271,-69.534,2004,2015,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",-1.53,"2014-03-27","Mar"
"STEV108",11030,20140327,0.83,43.78512,-70.1089,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2014-03-27","Mar"
"STEV208",11030,20140327,0.84,43.78512,-70.1093,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.34,"2014-03-27","Mar"
"STEV308",11030,20140327,0.55,43.79422,-70.1404,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.56,"2014-03-27","Mar"
"STEV409",11030,20140327,0.1,44.02598,-69.6144,2009,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2014-03-27","Mar"
"STOL114",11030,20140327,0.11,43.8321,-69.7362,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2014-03-27","Mar"
"SWEN114",11030,20140327,0.43,44.02576,-69.5411,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.33,"2014-03-27","Mar"
"SWEN214",11030,20140327,0.43,44.02577,-69.5411,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.33,"2014-03-27","Mar"
"THAR114",11030,20140327,1.9,43.4731,-70.3653,2014,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-9.72,"2014-03-27","Mar"
"WHET114",11030,20140327,1.42,43.71561,-70.1461,2014,2014,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2014-03-27","Mar"
"WHIS314",11030,20140327,1.1,43.71762,-70.1251,2014,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.58,"2014-03-27","Mar"
"AND04",11030,20140412,13.78,44.02529,-69.5402,2004,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.44,"2014-04-12","Apr"
"ANDR214",11030,20140412,6.53,43.86722,-69.5673,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-6.88,"2014-04-12","Apr"
"BEE108",11030,20140412,10.86,43.74822,-70.0413,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.78,"2014-04-12","Apr"
"BEE208",11030,20140412,15.51,43.74781,-70.0341,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.58,"2014-04-12","Apr"
"BEE309",11030,20140412,15.51,43.74773,-70.0343,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.3,"2014-04-12","Apr"
"BEE409",11030,20140412,15.51,43.74763,-70.0344,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.29,"2014-04-12","Apr"
"BOL110",11030,20140412,12.95,43.84095,-69.7332,2010,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.37,"2014-04-12","Apr"
"BOL312",11030,20140412,10.28,43.82917,-69.7425,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.59,"2014-04-12","Apr"
"BOL412",11030,20140412,12.77,43.83833,-69.7383,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.08,"2014-04-12","Apr"
"BUTT114",11030,20140412,16.77,43.78056,-70.1106,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.37,"2014-04-12","Apr"
"BUTT314",11030,20140412,13.3,43.77944,-70.1067,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.45,"2014-04-12","Apr"
"BUTT414",11030,20140412,14.25,43.7775,-70.1008,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-4.83,"2014-04-12","Apr"
"CYEN112",11030,20140412,17,43.85747,-69.6642,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.31,"2014-04-12","Apr"
"DESA114",11030,20140412,8.59,44.04039,-69.1187,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.2,"2014-04-12","Apr"
"FAUX114",11030,20140412,17.07,44.0457,-69.5188,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2014-04-12","Apr"
"FAUX214",11030,20140412,17.07,44.04572,-69.5188,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2014-04-12","Apr"
"GOT414",11030,20140412,11.35,43.35972,-70.4352,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.48,"2014-04-12","Apr"
"GRE105",11030,20140412,12.52,43.73217,-70.1663,2005,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-6.03,"2014-04-12","Apr"
"GRE310",11030,20140412,16.06,43.73489,-70.165,2010,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.82,"2014-04-12","Apr"
"GRI107",11030,20140412,12.95,43.98421,-69.5632,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.77,"2014-04-12","Apr"
"HAM311",11030,20140412,9.73,44.03838,-69.1192,2011,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.22,"2014-04-12","Apr"
"HAM413",11030,20140412,15.79,44.05442,-69.1271,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2014-04-12","Apr"
"HIG112",11030,20140412,14,43.84832,-69.6321,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.71,"2014-04-12","Apr"
"HIG212",11030,20140412,12.04,43.85793,-69.6023,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.55,"2014-04-12","Apr"
"JAM309",11030,20140412,16.62,43.94739,-69.7111,2009,2017,"Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",NA,"2014-04-12","Apr"
"KRAM113",11030,20140412,14.06,43.86667,-69.8744,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-2.06,"2014-04-12","Apr"
