"ID","SITE_ID","LATITUDE","LONGITUDE","Month","species","equipment","SST_Mean","SST_StdDev","BATHY"
216,"BSEW415",43.73374,-69.8662,"Oct","SeaVeg","Marine algae gear and moorings",14.71,NA,-4.332
217,"BSEW415",43.73374,-69.8662,"Sep","SeaVeg","Marine algae gear and moorings",20.414,NA,-4.332
218,"BUTT114",43.78056,-70.1106,"Apr","ShellFish","Tray racks and soft mesh bags",12.149,5.23090995907978,-1.3724
219,"BUTT114",43.78056,-70.1106,"Aug","ShellFish","Tray racks and soft mesh bags",20.903,NA,-1.3724
220,"BUTT114",43.78056,-70.1106,"Jan","ShellFish","Tray racks and soft mesh bags",1.931,NA,-1.3724
221,"BUTT114",43.78056,-70.1106,"Jul","ShellFish","Tray racks and soft mesh bags",20.774,2.2811264761078,-1.3724
222,"BUTT114",43.78056,-70.1106,"Mar","ShellFish","Tray racks and soft mesh bags",1.849,NA,-1.3724
223,"BUTT114",43.78056,-70.1106,"May","ShellFish","Tray racks and soft mesh bags",13.329,NA,-1.3724
224,"BUTT114",43.78056,-70.1106,"Nov","ShellFish","Tray racks and soft mesh bags",8.51,3.42239682094289,-1.3724
225,"BUTT114",43.78056,-70.1106,"Oct","ShellFish","Tray racks and soft mesh bags",14.948,NA,-1.3724
226,"BUTT114",43.78056,-70.1106,"Sep","ShellFish","Tray racks and soft mesh bags",18.995,4.40103260610507,-1.3724
227,"BUTT214",43.78194,-70.1072,"Apr","ShellFish","Tray racks and soft mesh bags",10.9183333333333,4.32442948067526,-0.3539
228,"BUTT214",43.78194,-70.1072,"Aug","ShellFish","Tray racks and soft mesh bags",20.923,NA,-0.3539
229,"BUTT214",43.78194,-70.1072,"Jan","ShellFish","Tray racks and soft mesh bags",1.972,NA,-0.3539
230,"BUTT214",43.78194,-70.1072,"Jul","ShellFish","Tray racks and soft mesh bags",20.57,2.50881485964987,-0.3539
231,"BUTT214",43.78194,-70.1072,"Jun","ShellFish","Tray racks and soft mesh bags",17.678,NA,-0.3539
232,"BUTT214",43.78194,-70.1072,"Mar","ShellFish","Tray racks and soft mesh bags",1.323,NA,-0.3539
233,"BUTT214",43.78194,-70.1072,"May","ShellFish","Tray racks and soft mesh bags",13.11,NA,-0.3539
234,"BUTT214",43.78194,-70.1072,"Nov","ShellFish","Tray racks and soft mesh bags",8.106,3.3587572106361,-0.3539
235,"BUTT214",43.78194,-70.1072,"Oct","ShellFish","Tray racks and soft mesh bags",14.652,NA,-0.3539
236,"BUTT214",43.78194,-70.1072,"Sep","ShellFish","Tray racks and soft mesh bags",18.9455,4.95045457508702,-0.3539
237,"BUTT314",43.77944,-70.1067,"Apr","ShellFish","Tray racks and soft mesh bags",9.95366666666667,3.69538595187747,-1.4537
238,"BUTT314",43.77944,-70.1067,"Aug","ShellFish","Tray racks and soft mesh bags",20.529,NA,-1.4537
239,"BUTT314",43.77944,-70.1067,"Jan","ShellFish","Tray racks and soft mesh bags",1.332,NA,-1.4537
240,"BUTT314",43.77944,-70.1067,"Jul","ShellFish","Tray racks and soft mesh bags",20.3455,2.5491199461775,-1.4537
241,"BUTT314",43.77944,-70.1067,"Jun","ShellFish","Tray racks and soft mesh bags",17.416,NA,-1.4537
242,"BUTT314",43.77944,-70.1067,"Mar","ShellFish","Tray racks and soft mesh bags",1.1,NA,-1.4537
243,"BUTT314",43.77944,-70.1067,"May","ShellFish","Tray racks and soft mesh bags",13.155,NA,-1.4537
244,"BUTT314",43.77944,-70.1067,"Nov","ShellFish","Tray racks and soft mesh bags",8.0135,3.2222856018671,-1.4537
245,"BUTT314",43.77944,-70.1067,"Oct","ShellFish","Tray racks and soft mesh bags",14.25,NA,-1.4537
246,"BUTT314",43.77944,-70.1067,"Sep","ShellFish","Tray racks and soft mesh bags",18.3665,4.82458956803581,-1.4537
247,"BUTT414",43.7775,-70.1008,"Apr","ShellFish","Tray racks and soft mesh bags",12.9025,1.90706698886012,-4.8346
248,"BUTT414",43.7775,-70.1008,"Aug","ShellFish","Tray racks and soft mesh bags",20.483,NA,-4.8346
249,"BUTT414",43.7775,-70.1008,"Jan","ShellFish","Tray racks and soft mesh bags",1.846,NA,-4.8346
250,"BUTT414",43.7775,-70.1008,"Jul","ShellFish","Tray racks and soft mesh bags",18.844,NA,-4.8346
251,"BUTT414",43.7775,-70.1008,"Mar","ShellFish","Tray racks and soft mesh bags",2.127,NA,-4.8346
252,"BUTT414",43.7775,-70.1008,"May","ShellFish","Tray racks and soft mesh bags",13.523,NA,-4.8346
253,"BUTT414",43.7775,-70.1008,"Nov","ShellFish","Tray racks and soft mesh bags",8.8275,3.23077088324134,-4.8346
254,"BUTT414",43.7775,-70.1008,"Oct","ShellFish","Tray racks and soft mesh bags",15.041,NA,-4.8346
255,"BUTT414",43.7775,-70.1008,"Sep","ShellFish","Tray racks and soft mesh bags",18.7435,4.15708076659571,-4.8346
256,"CAR412",43.54518,-70.334,"Jul","ShellFish","Upweller",30.349,NA,-0.1
257,"CAR412",43.54518,-70.334,"Nov","ShellFish","Upweller",6.666,NA,-0.1
258,"CART114",44.2689,-68.9396,"Aug","ShellFish","Soft mesh bags",22.529,NA,-0.1226
259,"CART215",44.29478,-68.9987,"Aug","ShellFish","Soft mesh bags and moorings",18.478,NA,-2.4817
260,"CART316",44.27114,-68.94,"Aug","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, and/or floating trays",18.774,NA,-0.9599
261,"CART416",44.27114,-68.9405,"Aug","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, and/or floating trays",18.856,NA,-0.9917
262,"CGRE116",43.85263,-70.008,"Apr","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",6.724,NA,-0.3722
263,"CGRE116",43.85263,-70.008,"Aug","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.627,NA,-0.3722
264,"CGRE116",43.85263,-70.008,"Jan","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",-1.576,NA,-0.3722
265,"CGRE116",43.85263,-70.008,"Jul","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.312,2.62336615820209,-0.3722
266,"CGRE216",43.85266,-70.008,"Apr","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",6.724,NA,-0.3722
267,"CGRE216",43.85266,-70.008,"Aug","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.627,NA,-0.3722
268,"CGRE216",43.85266,-70.008,"Jan","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",-1.576,NA,-0.3722
269,"CGRE216",43.85266,-70.008,"Jul","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.312,2.62336615820209,-0.3722
270,"CGRE316",43.85269,-70.0079,"Apr","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",6.724,NA,-0.3617
271,"CGRE316",43.85269,-70.0079,"Aug","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.627,NA,-0.3617
272,"CGRE316",43.85269,-70.0079,"Jan","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",-1.576,NA,-0.3617
273,"CGRE316",43.85269,-70.0079,"Jul","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.312,2.62336615820209,-0.3617
274,"CHE308",43.90978,-69.5337,"Apr","ShellFish","25 oyster cages",14.022,5.12920081494184,-0.1218
275,"CHE308",43.90978,-69.5337,"Aug","ShellFish","25 oyster cages",22.2053333333333,1.53221223508146,-0.1218
276,"CHE308",43.90978,-69.5337,"Jan","ShellFish","25 oyster cages",2.375,NA,-0.1218
277,"CHE308",43.90978,-69.5337,"Jul","ShellFish","25 oyster cages",22.4555,0.168998520703585,-0.1218
278,"CHE308",43.90978,-69.5337,"Mar","ShellFish","25 oyster cages",0.917,NA,-0.1218
279,"CHE308",43.90978,-69.5337,"May","ShellFish","25 oyster cages",14.515,NA,-0.1218
280,"CHE308",43.90978,-69.5337,"Nov","ShellFish","25 oyster cages",6.8545,5.28420897580707,-0.1218
281,"CHE308",43.90978,-69.5337,"Oct","ShellFish","25 oyster cages",16.187,2.18453221537244,-0.1218
282,"CHE308",43.90978,-69.5337,"Sep","ShellFish","25 oyster cages",18.992,6.63690424821693,-0.1218
283,"CNEW116",44.43337,-68.3491,"Aug","ShellFish","mussel longline system",17.736,NA,-5.8443
284,"CNEW216",44.43409,-68.349,"Aug","ShellFish","mussel longline system",17.646,NA,-8.5161
285,"CNIV116",43.83032,-70.02494722,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.506,NA,-3.372
286,"CNIV116",43.83032,-70.02494722,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.877,NA,-3.372
287,"CNIV116",43.83032,-70.02494722,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.341,NA,-3.372
288,"CNIV116",43.83032,-70.02494722,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.3455,2.88004591977281,-3.372
289,"CNIV216",43.83039,-70.025025,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.506,NA,-3.75
290,"CNIV216",43.83039,-70.025025,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.877,NA,-3.75
291,"CNIV216",43.83039,-70.025025,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.341,NA,-3.75
292,"CNIV216",43.83039,-70.025025,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.3455,2.88004591977281,-3.75
293,"CNIV316",43.83054,-70.02486472,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.506,NA,-3.5325
294,"CNIV316",43.83054,-70.02486472,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.877,NA,-3.5325
295,"CNIV316",43.83054,-70.02486472,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.341,NA,-3.5325
296,"CNIV316",43.83054,-70.02486472,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.3455,2.88004591977281,-3.5325
297,"CNIV416",43.83061,-70.0249444,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.499,NA,-3.7727
298,"CNIV416",43.83061,-70.0249444,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.858,NA,-3.7727
299,"CNIV416",43.83061,-70.0249444,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.372,NA,-3.7727
300,"CNIV416",43.83061,-70.0249444,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.3945,2.84469058071348,-3.7727
301,"CRO112",44.49295,-68.2073,"Aug","ShellFish","Oyster cages and mesh bags",17.76925,1.36069256263125,-1.3255
302,"CRO112",44.49295,-68.2073,"Dec","ShellFish","Oyster cages and mesh bags",5.888,NA,-1.3255
303,"CRO112",44.49295,-68.2073,"Jan","ShellFish","Oyster cages and mesh bags",2.813,NA,-1.3255
304,"CRO112",44.49295,-68.2073,"Jul","ShellFish","Oyster cages and mesh bags",15.848,0.849942350986231,-1.3255
305,"CRO112",44.49295,-68.2073,"Jun","ShellFish","Oyster cages and mesh bags",13.129,NA,-1.3255
306,"CRO112",44.49295,-68.2073,"Mar","ShellFish","Oyster cages and mesh bags",-0.9015,0.853477884892163,-1.3255
307,"CRO112",44.49295,-68.2073,"May","ShellFish","Oyster cages and mesh bags",10.813,NA,-1.3255
308,"CRO112",44.49295,-68.2073,"Oct","ShellFish","Oyster cages and mesh bags",11.875,NA,-1.3255
309,"CRO112",44.49295,-68.2073,"Sep","ShellFish","Oyster cages and mesh bags",16.004,0.993868703602241,-1.3255
310,"CRO212",44.49123,-68.207,"Aug","ShellFish","Oyster cages and mesh bags",17.4675,1.59074772774734,-1.8503
311,"CRO212",44.49123,-68.207,"Dec","ShellFish","Oyster cages and mesh bags",6.016,NA,-1.8503
312,"CRO212",44.49123,-68.207,"Jan","ShellFish","Oyster cages and mesh bags",2.709,NA,-1.8503
313,"CRO212",44.49123,-68.207,"Jul","ShellFish","Oyster cages and mesh bags",15.8275,0.590434162290768,-1.8503
314,"CRO212",44.49123,-68.207,"Jun","ShellFish","Oyster cages and mesh bags",12.827,NA,-1.8503
315,"CRO212",44.49123,-68.207,"Mar","ShellFish","Oyster cages and mesh bags",-0.299,0.494974746830583,-1.8503
316,"CRO212",44.49123,-68.207,"May","ShellFish","Oyster cages and mesh bags",9.655,NA,-1.8503
317,"CRO212",44.49123,-68.207,"Oct","ShellFish","Oyster cages and mesh bags",12.043,NA,-1.8503
318,"CRO212",44.49123,-68.207,"Sep","ShellFish","Oyster cages and mesh bags",15.6966666666667,1.01415104069036,-1.8503
319,"CRO312",44.49087,-68.2046,"Aug","ShellFish","Oyster cages and mesh bags",17.88925,1.67385470795208,-1.0868
320,"CRO312",44.49087,-68.2046,"Dec","ShellFish","Oyster cages and mesh bags",5.711,NA,-1.0868
321,"CRO312",44.49087,-68.2046,"Jan","ShellFish","Oyster cages and mesh bags",2.853,NA,-1.0868
322,"CRO312",44.49087,-68.2046,"Jul","ShellFish","Oyster cages and mesh bags",16.537,0.250315800540037,-1.0868
323,"CRO312",44.49087,-68.2046,"Jun","ShellFish","Oyster cages and mesh bags",13.607,NA,-1.0868
324,"CRO312",44.49087,-68.2046,"Mar","ShellFish","Oyster cages and mesh bags",-0.7295,0.368402632998191,-1.0868
325,"CRO312",44.49087,-68.2046,"May","ShellFish","Oyster cages and mesh bags",11.503,NA,-1.0868
326,"CRO312",44.49087,-68.2046,"Oct","ShellFish","Oyster cages and mesh bags",12.182,NA,-1.0868
327,"CRO312",44.49087,-68.2046,"Sep","ShellFish","Oyster cages and mesh bags",15.9793333333333,1.12178711587062,-1.0868
328,"CROM114",43.90492,-69.7132,"Apr","ShellFish","Tray racks and overwintering cages, soft bags.",21.687,NA,-0.1
329,"CROM114",43.90492,-69.7132,"Mar","ShellFish","Tray racks and overwintering cages, soft bags.",-0.484,NA,-0.1
330,"CROM114",43.90492,-69.7132,"May","ShellFish","Tray racks and overwintering cages, soft bags.",16.861,NA,-0.1
331,"CROM114",43.90492,-69.7132,"Sep","ShellFish","Tray racks and overwintering cages, soft bags.",14.276,NA,-0.1
332,"CROM214",43.90467,-69.7133,"Apr","ShellFish","Tray racks and overwintering cages, soft bags.",19.193,NA,-0.1
333,"CROM214",43.90467,-69.7133,"Mar","ShellFish","Tray racks and overwintering cages, soft bags.",-0.51,NA,-0.1
334,"CROM214",43.90467,-69.7133,"May","ShellFish","Tray racks and overwintering cages, soft bags.",16.675,NA,-0.1
335,"CROM214",43.90467,-69.7133,"Sep","ShellFish","Tray racks and overwintering cages, soft bags.",14.654,NA,-0.1
336,"CROM314",43.90467,-69.7135,"Apr","ShellFish","Tray racks and overwintering cages, soft bags.",19.193,NA,-0.1
337,"CROM314",43.90467,-69.7135,"Mar","ShellFish","Tray racks and overwintering cages, soft bags.",-0.51,NA,-0.1
338,"CROM314",43.90467,-69.7135,"May","ShellFish","Tray racks and overwintering cages, soft bags.",16.675,NA,-0.1
339,"CROM314",43.90467,-69.7135,"Sep","ShellFish","Tray racks and overwintering cages, soft bags.",14.654,NA,-0.1
340,"CROM414",43.90492,-69.7135,"Apr","ShellFish","Tray racks and overwintering cages, soft bags.",19.666,NA,-0.1
341,"CROM414",43.90492,-69.7135,"Mar","ShellFish","Tray racks and overwintering cages, soft bags.",-0.391,NA,-0.1
342,"CROM414",43.90492,-69.7135,"May","ShellFish","Tray racks and overwintering cages, soft bags.",16.753,NA,-0.1
343,"CROM414",43.90492,-69.7135,"Sep","ShellFish","Tray racks and overwintering cages, soft bags.",14.661,NA,-0.1
344,"CUND116",43.73162,-69.9341,"Apr","SeaVeg","marine algae",5.947,NA,-10.642
345,"CUND116",43.73162,-69.9341,"Aug","SeaVeg","marine algae",18.547,NA,-10.642
346,"CUND116",43.73162,-69.9341,"Jan","SeaVeg","marine algae",3.782,NA,-10.642
347,"CUND116",43.73162,-69.9341,"Jul","SeaVeg","marine algae",15.154,NA,-10.642
348,"CUND216",43.73099,-69.9337,"Apr","SeaVeg","marine algae",5.941,NA,-11.2648
349,"CUND216",43.73099,-69.9337,"Aug","SeaVeg","marine algae",18.683,NA,-11.2648
350,"CUND216",43.73099,-69.9337,"Jan","SeaVeg","marine algae",3.816,NA,-11.2648
351,"CUND216",43.73099,-69.9337,"Jul","SeaVeg","marine algae",15.115,NA,-11.2648
352,"CUND316",43.72972,-69.9331,"Apr","SeaVeg","marine algae",5.938,NA,-14.1184
353,"CUND316",43.72972,-69.9331,"Aug","SeaVeg","marine algae",18.782,NA,-14.1184
354,"CUND316",43.72972,-69.9331,"Jan","SeaVeg","marine algae",3.682,NA,-14.1184
355,"CUND316",43.72972,-69.9331,"Jul","SeaVeg","marine algae",17.7315,3.64089281632953,-14.1184
356,"CUND416",43.72903,-69.9329,"Apr","SeaVeg","marine algae",5.897,NA,-14.7348
357,"CUND416",43.72903,-69.9329,"Aug","SeaVeg","marine algae",18.772,NA,-14.7348
358,"CUND416",43.72903,-69.9329,"Jan","SeaVeg","marine algae",3.749,NA,-14.7348
359,"CUND416",43.72903,-69.9329,"Jul","SeaVeg","marine algae",15.167,NA,-14.7348
360,"CYEN112",43.85747,-69.6642,"Apr","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",16.007,1.39724299962462,-2.3134
361,"CYEN112",43.85747,-69.6642,"Aug","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",20.311,NA,-2.3134
362,"CYEN112",43.85747,-69.6642,"Jan","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",3.147,NA,-2.3134
363,"CYEN112",43.85747,-69.6642,"Jul","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",24.528,1.96009999744911,-2.3134
364,"CYEN112",43.85747,-69.6642,"Mar","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",1.241,NA,-2.3134
365,"CYEN112",43.85747,-69.6642,"May","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",12.995,NA,-2.3134
366,"CYEN112",43.85747,-69.6642,"Nov","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",7.5745,4.09909801053842,-2.3134
367,"CYEN112",43.85747,-69.6642,"Oct","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",15.6093333333333,2.0060880671928,-2.3134
368,"CYEN112",43.85747,-69.6642,"Sep","ShellFish","Tray racks, oyster cages, floating trays & bags, and moorings",18.081,5.79544717860494,-2.3134
369,"DDEV116",43.82768,-70.0079,"Apr","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.893,NA,-1.9081
370,"DDEV116",43.82768,-70.0079,"Aug","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.556,NA,-1.9081
371,"DDEV116",43.82768,-70.0079,"Jan","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.07,NA,-1.9081
372,"DDEV116",43.82768,-70.0079,"Jul","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.2945,2.18001020639813,-1.9081
373,"DDEV216",43.82777,-70.0079,"Apr","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.836,NA,-2.4614
374,"DDEV216",43.82777,-70.0079,"Aug","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.144,NA,-2.4614
375,"DDEV216",43.82777,-70.0079,"Jan","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.022,NA,-2.4614
376,"DDEV216",43.82777,-70.0079,"Jul","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.118,2.24152849636135,-2.4614
377,"DDEV316",43.83035,-70.003,"Apr","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.787,NA,-2.6125
378,"DDEV316",43.83035,-70.003,"Aug","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",20.955,NA,-2.6125
379,"DDEV316",43.83035,-70.003,"Jan","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.393,NA,-2.6125
380,"DDEV316",43.83035,-70.003,"Jul","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.093,2.34052344572747,-2.6125
381,"DDEV416",43.83024,-70.0032,"Apr","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",6.789,NA,-2.573
382,"DDEV416",43.83024,-70.0032,"Aug","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",20.767,NA,-2.573
383,"DDEV416",43.83024,-70.0032,"Jan","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",-0.351,NA,-2.573
384,"DDEV416",43.83024,-70.0032,"Jul","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",21.091,2.32920973722849,-2.573
385,"DDEV416",43.83024,-70.0032,"Jun","ShellFish","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.",17.939,NA,-2.573
386,"DEN113",44.39674,-68.4303,"Aug","ShellFish","Floating bags, overwintering cages",21.314,0.566254359806614,-1.0204
387,"DEN113",44.39674,-68.4303,"Dec","ShellFish","Floating bags, overwintering cages",5.878,NA,-1.0204
388,"DEN113",44.39674,-68.4303,"Jan","ShellFish","Floating bags, overwintering cages",3.078,NA,-1.0204
389,"DEN113",44.39674,-68.4303,"Jul","ShellFish","Floating bags, overwintering cages",21.805,NA,-1.0204
390,"DEN113",44.39674,-68.4303,"Mar","ShellFish","Floating bags, overwintering cages",-0.0335,0.369816846560564,-1.0204
391,"DEN113",44.39674,-68.4303,"May","ShellFish","Floating bags, overwintering cages",14.547,NA,-1.0204
392,"DEN113",44.39674,-68.4303,"Oct","ShellFish","Floating bags, overwintering cages",12.204,NA,-1.0204
393,"DEN113",44.39674,-68.4303,"Sep","ShellFish","Floating bags, overwintering cages",18.0316666666667,1.7318493968395,-1.0204
394,"DESA114",44.04039,-69.1187,"Apr","ShellFish","Oyster bags",8.386,0.288499566724111,-1.1961
395,"DESA114",44.04039,-69.1187,"Aug","ShellFish","Oyster bags",20.662,NA,-1.1961
396,"DESA114",44.04039,-69.1187,"Mar","ShellFish","Oyster bags",0.702,NA,-1.1961
397,"DESA114",44.04039,-69.1187,"May","ShellFish","Oyster bags",10.171,NA,-1.1961
398,"DESA114",44.04039,-69.1187,"Nov","ShellFish","Oyster bags",8.6075,3.03702362519622,-1.1961
399,"DESA114",44.04039,-69.1187,"Oct","ShellFish","Oyster bags",13.516,NA,-1.1961
400,"DESA114",44.04039,-69.1187,"Sep","ShellFish","Oyster bags",14.343,NA,-1.1961
401,"DESA216",44.04039,-69.1187,"Aug","ShellFish","soft bags, semi rigid bags, and/or floating trays",20.662,NA,-1.1961
402,"DLEA211",44.39453,-68.7049,"Aug","ShellFish","Upweller, raft, tray racks, floating bags",23.953,NA,NA
403,"DLEA412",44.38632,-68.6778,"Aug","ShellFish","Shellfish bags",23.402,NA,NA
404,"DNIV116",43.82693,-70.0254,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",7.227,NA,-1.3409
405,"DNIV116",43.82693,-70.0254,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",21.999,NA,-1.3409
406,"DNIV116",43.82693,-70.0254,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.789,NA,-1.3409
407,"DNIV116",43.82693,-70.0254,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",21.6575,2.39779909500358,-1.3409
408,"DNIV116",43.82693,-70.0254,"Jun","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",18.858,NA,-1.3409
409,"DNIV216",43.827272,-70.026261,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.464,NA,-2.8243
410,"DNIV216",43.827272,-70.026261,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.708,NA,-2.8243
411,"DNIV216",43.827272,-70.026261,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.219,NA,-2.8243
412,"DNIV216",43.827272,-70.026261,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.6135,2.76549462122059,-2.8243
413,"DNIV316",43.82722,-70.0264,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.464,NA,-2.9492
414,"DNIV316",43.82722,-70.0264,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.708,NA,-2.9492
415,"DNIV316",43.82722,-70.0264,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.219,NA,-2.9492
416,"DNIV316",43.82722,-70.0264,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.6135,2.76549462122059,-2.9492
417,"DNIV416",43.82734,-70.02651667,"Apr","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",6.363,NA,-3.3817
418,"DNIV416",43.82734,-70.02651667,"Aug","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.329,NA,-3.3817
419,"DNIV416",43.82734,-70.02651667,"Jan","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",-0.067,NA,-3.3817
420,"DNIV416",43.82734,-70.02651667,"Jul","ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",20.383,2.81145656199771,-3.3817
421,"EBLA115",44.24785,-68.5665,"Aug","ShellFish","Soft bags, shellfish tray racks, and moorings",18.448,NA,-0.1
422,"EBLA115",44.24785,-68.5665,"Dec","ShellFish","Soft bags, shellfish tray racks, and moorings",6.931,NA,-0.1
423,"EBLA115",44.24785,-68.5665,"Jul","ShellFish","Soft bags, shellfish tray racks, and moorings",16.428,1.07338809384118,-0.1
424,"EBLA115",44.24785,-68.5665,"Mar","ShellFish","Soft bags, shellfish tray racks, and moorings",-1.711,NA,-0.1
425,"EBLA115",44.24785,-68.5665,"Sep","ShellFish","Soft bags, shellfish tray racks, and moorings",18.14,NA,-0.1
426,"ELOV116",43.68948,-70.1687,"Jan","SeaVeg","Marine Algae",1.826,NA,-3.5653
427,"EML08",44.34753,-68.4095,"Aug","ShellFish","Soft bags and overwintering cages/tray racks",23.883,NA,NA
