"ID","SITE_ID","LATITUDE","LONGITUDE","species","equipment","LEASE_TYPE","Status","TheYr","EndYr","BATHY","X010029_20130824","X010029_20140115","X010029_20140304","X010029_20140507","X010029_20140608","X010029_20140827","X010029_20140912","X010029_20140928","X010029_20141030","X010029_20150307","X010029_20150713","X010029_20150729","X010029_20150814","X010029_20150915","X010029_20151220","X011029_20160823","X011030_20130714","X011030_20130730","X011030_20130815","X011030_20131002","X011030_20131018","X011030_20140327","X011030_20140412","X011030_20140530","X011030_20140919","X011030_20150415","X011030_20150906","X011030_20151008","X011030_20151109","X011030_20151125","X011030_20160128","X011030_20160417","X011030_20160620","X011030_20160706","X011030_20160722","X011030_20160823"
75,"CRO112",44.49295,-68.2073,"Urchin","ADPI bags","L","A",2012,2017,-1.3255,16.2586860656738,2.81287980079651,-0.297825783491135,10.8129415512085,13.1286392211914,19.2796306610107,14.9091453552246,16.2544231414795,11.874979019165,-1.5050847530365,16.44873046875,15.2472295761108,18.4727077484131,16.849328994751,5.88759565353394,17.0652236938477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"CRO212",44.49123,-68.207,"Urchin","Lantern Nets","L","A",2012,2017,-1.8503,15.7312250137329,2.70905995368958,0.0512545853853226,9.65489482879639,12.8272342681885,19.1288776397705,14.5983591079712,15.8951330184937,12.04261302948,-0.648634195327759,16.2450981140137,15.4104766845703,18.4573726654053,16.5973377227783,6.01607656478882,16.5533180236816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"CRO312",44.49087,-68.2046,"ShellFish","Marine Algae Gear","L","A",2012,2017,-1.0868,16.3053226470947,2.85335731506348,-0.468578815460205,11.5031261444092,13.6066589355469,19.4814395904541,14.6972064971924,16.4616470336914,12.1820964813232,-0.990091443061829,16.7138214111328,16.3603763580322,19.1822376251221,16.7793865203857,5.71118307113647,16.588809967041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"CWAR117",43.84988,-69.880472,"SeaVeg","Floating Trays","L","A",2017,2017,-3.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"CWAR217",43.84991,-69.8804222,"Finfish","No Gear","L","A",2017,2017,-3.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"CWAR317",43.84995,-69.8803777,"Finfish","Predator Nets","L","A",2017,2017,-2.9609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"CWAR417",43.84998333,-69.88030833,"SeaVeg","Floating Trays","L","A",2017,2017,-2.9609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"CWAT117",43.74922222,-69.8082944,"Finfish","Marine Algae Gear","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"CWAT217",43.74922222,-69.8083333,"Urchin","Predator Nets","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"CWAT317",43.74922222,-69.80837222,"SeaVeg","Semi Rigid Bags","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"CWAT417",43.74922222,-69.8084111,"SeaVeg","Stacked Aqua Trays","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"CYEN112",43.85747,-69.6642,"ShellFish","Shellfish Tray Racks","L","A",2012,2017,-2.3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9143295288086,23.14231300354,20.3112373352051,17.9155807495117,14.6401491165161,1.24138331413269,16.9954414367676,12.995096206665,13.9834756851196,15.0192499160767,22.1785411834717,14.2724494934082,10.4729890823364,4.67629909515381,3.1465163230896,NA,NA,NA,NA,NA
87,"DAV113",44.03264,-69.5339,"Finfish","No Gear","L","A",2013,2017,-1.4446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"DAV213",44.0326,-69.5338,"ShellFish","Overwintering Cages","L","A",2013,2017,-1.2487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"DBAN117",43.78421,-69.94912,"Urchin","Soft Mesh Bags","L","A",2017,2017,-1.1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"DDEV116",43.82768,-70.0079,"Finfish","Floating Trays","L","A",2016,2017,-1.9081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0703628212213516,6.89269638061523,NA,19.7528820037842,22.8363838195801,21.5561046600342
91,"DDEV216",43.82777,-70.0079,"Urchin","Spat Collectors","L","A",2016,2017,-2.4614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021926861256361,6.83601808547974,NA,19.5334491729736,22.7028484344482,21.144063949585
92,"DDEV316",43.83035,-70.003,"ShellFish","Vexar Bags","L","A",2016,2017,-2.6125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.392690718173981,6.78655338287354,NA,19.4379291534424,22.7482662200928,20.9554920196533
93,"DDEV416",43.83024,-70.0032,"SeaVeg","Soft Mesh Bags","L","A",2016,2017,-2.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351043701171875,6.78946447372437,17.9394664764404,19.4442977905273,22.7375812530518,20.7666702270508
94,"DEDE117",43.832181,-70.000779,"SeaVeg","Semi Rigid Bags","L","A",2017,2017,-3.2687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"DEDE217",43.832029,-70.001105,"ShellFish","Shellfish Tray Racks","L","A",2017,2017,-3.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"DEDE317",43.850099,-69.96581,"Urchin","Bottom cages","L","A",2017,2017,-0.4914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"DEDE417",43.850461,-69.965704,"ShellFish","Overwintering Cages","L","A",2017,2017,-0.4947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"DESA114",44.04039,-69.1187,"Urchin","Vexar Bags","L","A",2014,2017,-1.1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6622982025146,NA,NA,NA,NA,NA,0.702391803264618,8.58983993530273,10.1709260940552,14.3428430557251,8.18164539337158,NA,13.5157527923584,10.7552070617676,6.46046876907349,NA,NA,NA,NA,NA,NA
99,"DESA216",44.04039,-69.1187,"Urchin","No Gear","L","A",2016,2017,-1.1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6622982025146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"DLEA111",44.3944,-68.7048,"SeaVeg","Lantern Nets","L","A",2011,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"DLEA211",44.39453,-68.7049,"Finfish","No Gear","L","A",2011,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9534740447998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"DLEA313",44.39428,-68.7048,"Urchin","Marine Algae Gear","L","A",2013,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"DLEA412",44.38632,-68.6778,"ShellFish","Floating Trays","L","A",2012,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4018115997314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"DNIV116",43.82693,-70.0254,"Finfish","Overwintering Cages","L","A",2016,2017,-1.3409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.789174914360046,7.22710609436035,18.8576107025146,19.9624328613281,23.3530826568604,21.9992637634277
105,"DNIV216",43.827272,-70.026261,"SeaVeg","Overwintering Cages","L","A",2016,2017,-2.8243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219271749258041,6.46383810043335,NA,18.6584300994873,22.5691604614258,20.7080192565918
106,"DNIV316",43.82722,-70.0264,"Finfish","Predator Nets","L","A",2016,2017,-2.9492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219271749258041,6.46383810043335,NA,18.6584300994873,22.5691604614258,20.7080192565918
107,"DNIV416",43.82734,-70.02651667,"SeaVeg","Lantern Nets","L","A",2016,2017,-3.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0669023618102074,6.36265230178833,NA,18.3954200744629,22.3710250854492,20.3294658660889
108,"DOUE117",43.883954,-69.893974,"SeaVeg","Marine Algae Gear","L","A",2017,2017,-0.1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"DOUE217",43.8829,-69.8919,"Finfish","Vexar Bags","L","A",2017,2017,-0.7237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"DOVE115",44.26959,-68.9375,"Finfish","Lantern Nets","L","A",2015,2017,-0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"DPIN117",43.84392,-69.736843,"Finfish","Shellfish Tray Racks","L","A",2017,2017,-0.3947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"DPIN217",43.843894,-69.7371,"ShellFish","Lantern Nets","L","A",2017,2017,-0.1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"DWIL117",43.8427614,-69.9617482,"SeaVeg","Bottom cages","L","A",2017,2017,-0.4843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"DWIL217",43.8427614,-69.961902,"ShellFish","Shellfish Tray Racks","L","A",2017,2017,-0.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"DWIL317",43.8427614,-69.961827,"SeaVeg","Overwintering Cages","L","A",2017,2017,-0.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"ECHR117",43.655,-70.199596,"SeaVeg","Upweller","L","A",2017,2017,-4.0756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"EGOT517",43.32626,-70.56297,"Urchin","Stacked Aqua Trays","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"EKOS117",43.826361,-69.7425568,"Urchin","Semi Rigid Bags","L","A",2017,2017,-1.4344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"EKOS217",43.826356,-69.74231,"SeaVeg","Vexar Bags","L","A",2017,2017,-1.6598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"ELAN117",44.092022,-68.824429,"Urchin","Vexar Bags","L","A",2017,2017,-3.6045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"ELAN217",44.092661,-68.823185,"ShellFish","Soft Mesh Bags","L","A",2017,2017,-3.5903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"ELAN317",44.092045,-68.823324,"SeaVeg","Marine Algae Gear","L","A",2017,2017,-5.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"ELAN417",44.091112,-68.82253,"Finfish","ADPI bags","L","A",2017,2017,-5.8102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"ELBR117",44.874628,-66.991419,"Urchin","Spat Collectors","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"ELBR217",44.87466111,-66.99154167,"Urchin","Lantern Nets","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"ELOV116",43.68948,-70.1687,"Urchin","Shellfish Tray Racks","L","A",2016,2017,-3.5653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82598924636841,NA,NA,NA,NA,NA
127,"EML08",44.34753,-68.4095,"SeaVeg","Bottom cages","L","A",2008,2017,NA,NA,3.44295001029968,NA,NA,NA,NA,NA,21.2244987487793,12.2294769287109,NA,NA,NA,23.8826198577881,NA,3.79237985610962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"EORA117",43.810717,-70.0823,"Urchin","No Gear","L","A",2017,2017,-1.8529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"EORA217",43.810717,-70.08075,"Finfish","Lantern Nets","L","A",2017,2017,-1.8211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"EORA317",43.809567,-70.08075,"Finfish","Stacked Aqua Trays","L","A",2017,2017,-2.1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"EORA417",43.809567,-70.0823,"SeaVeg","Spat Collectors","L","A",2017,2017,-2.1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"EPET217",43.970333,-69.57578,"SeaVeg","Spat Collectors","L","A",2017,2017,-1.0121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"EPET317",43.99266,-69.55191,"Urchin","Semi Rigid Bags","L","A",2017,2017,-1.6916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"ESEL117",43.800966,-70.106352,"ShellFish","No Gear","L","A",2017,2017,-0.2882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"FAUX114",44.0457,-69.5188,"Urchin","Marine Algae Gear","L","A",2014,2017,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.670004963874817,17.0682411193848,17.3623294830322,14.8282518386841,17.2452049255371,26.2384452819824,14.9252262115479,10.3105945587158,1.41760945320129,-0.764785587787628,NA,NA,NA,NA,NA
136,"FAUX214",44.04572,-69.5188,"Finfish","Overwintering Cages","L","A",2014,2017,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.670004963874817,17.0682411193848,17.3623294830322,14.8282518386841,17.2452049255371,26.2384452819824,14.9252262115479,10.3105945587158,1.41760945320129,-0.764785587787628,NA,NA,NA,NA,NA
137,"FBRO117",44.108065,-68.857266,"Urchin","Vexar Bags","L","A",2017,2017,-9.8887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"FBRO217",44.107833,-68.857524,"ShellFish","Soft Mesh Bags","L","A",2017,2017,-11.2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"FBRO317",44.108791,-68.85679,"ShellFish","Stacked Aqua Trays","L","A",2017,2017,-6.3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"FBRO417",44.108699,-68.856769,"SeaVeg","Vexar Bags","L","A",2017,2017,-6.7809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"GCON117",43.98213889,-69.07462778,"ShellFish","Overwintering Cages","L","A",2017,2017,-5.6677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"GCON217",43.98212778,-69.07457778,"SeaVeg","Upweller","L","A",2017,2017,-5.6677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"GELA115",43.8261,-70.0109,"Finfish","ADPI bags","L","A",2015,2017,-3.0773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6233205795288,21.934534072876,14.4979276657104,10.7473793029785,5.44906377792358,0.278563648462296,6.74578142166138,NA,18.712890625,22.4942283630371,20.7210559844971
144,"GER113",44.4148,-68.3663,"Urchin","Bottom cages","L","A",2013,2017,-0.2235,21.5988311767578,2.34841012954712,-1.46546876430511,NA,21.8679790496826,21.5146141052246,17.294412612915,19.5322399139404,NA,-2.4863121509552,22.3575172424316,20.2489681243896,22.3372554779053,19.3690299987793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"GER213",44.41475,-68.3664,"Urchin","Vexar Bags","L","A",2013,2017,-0.2304,21.5988311767578,2.34841012954712,-1.46546876430511,NA,21.8679790496826,21.5146141052246,17.294412612915,19.5322399139404,NA,-2.4863121509552,22.3575172424316,20.2489681243896,22.3372554779053,19.3690299987793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"GETC115",43.85885,-69.6702,"Urchin","Bottom cages","L","A",2015,2017,-4.2595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7037220001221,14.3949022293091,10.4729890823364,3.89083027839661,NA,NA,NA,NA,NA,NA
147,"GGOO117",43.950667,-69.69165,"Urchin","Lantern Nets","L","A",2017,2017,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"GLAD215",43.98527,-69.5579,"ShellFish","ADPI bags","L","A",2015,2017,-3.5406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4986591339111,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9553918838501,23.4162406921387,14.9156036376953,10.5985231399536,4.63463068008423,0.612575232982635,8.77749156951904,17.3760585784912,NA,22.0946846008301,21.7568283081055
149,"GLAD315",43.98517,-69.5579,"Finfish","Marine Algae Gear","L","A",2015,2017,-3.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4986591339111,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9553918838501,23.4162406921387,14.9156036376953,10.5985231399536,4.63463068008423,0.612575232982635,8.77749156951904,17.3760585784912,NA,22.0946846008301,21.7568283081055
150,"GOT313",43.30662,-70.5736,"ShellFish","ADPI bags","L","A",2013,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"GOT414",43.35972,-70.4352,"Finfish","No Gear","L","A",2014,2017,-0.4846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16718602180481,11.3477897644043,NA,NA,13.102783203125,NA,NA,NA,7.31753778457642,3.98568034172058,NA,NA,NA,NA,NA
152,"GRE105",43.73217,-70.1663,"ShellFish","Upweller","L","A",2005,2017,-6.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7780590057373,22.3862113952637,17.211238861084,16.8409290313721,14.3864231109619,1.45800375938416,12.5174560546875,12.156231880188,15.7538728713989,8.97185230255127,21.5813846588135,14.5526256561279,10.8543071746826,7.31753778457642,2.24317264556885,NA,NA,18.9848518371582,21.4617557525635,19.4082412719727
